"ensemble","geneName","statistic","pvalue","amplitude","phi","basal","sigma_alpha","sigma_0","qvalue","r"
"ENSG00000131148","EMC8",4.51447141009339,0.104639339328832,0.762669818023332,-9.28398643435993,13.2849229944504,0.671182104305644,2.04149548735108,0.236315667715015,0.373583886297454
"ENSG00000148824","MTG1",1.1658132447436,0.55827331629504,0.0834749555352097,7.75217441761972,1.32167957529471,0,0.396700361289402,0.700902354339716,0.210423190097155
"ENSG00000124635","HIST1H2BJ",11.1902794089694,0.00371588017410842,0.692537908757673,6.601591057601,4.3217466488527,0.790452676274227,0.988716091102969,0.0163014666641921,0.700441628278859
"ENSG00000115652","UXS1",13.2517719237366,0.00132560547471762,1.13368744547799,6.15827755024588,13.2722587904394,0.78668751172172,1.48301098482325,0.00659920986326817,0.764449796447802
"ENSG00000172197","MBOAT1",4.63462834828941,0.0985378861151618,0.201983356433715,10.1537663666755,1.6648400092999,0.357091834067324,0.52471611429825,0.227013842257264,0.384938352243756
"ENSG00000132768","DPH2",3.90369637719311,0.142011365110158,1.96956717480253,-7.33529243482616,20.9251151927281,0,5.23105883132936,0.28881529849224,0.376514055434932
"ENSG00000252835","SCARNA21",2.3239854229422,0.312862115371689,0.90455286833617,2.78967004587774,9.02340796751692,1.17845167370217,3.39796019559831,0.481488067339494,0.266204668762136
"ENSG00000004975","DVL2",1.47484371481565,0.478345570236484,0.22424879438088,0.0217110258395123,8.6219074714618,0.353112775070048,1.10669212648714,0.636867067349737,0.202629791080821
"ENSG00000158019","BABAM2",0.0658008522307227,0.967634905958659,0.0901015428815969,-7.26732680928838,18.1623207650974,1.26332711883398,1.85012091443748,0.982341851615311,0.0487003536787711
"ENSG00000196642","RABL6",0.226598340205214,0.89288349610712,0.544900111087375,-10.4262185561066,66.0898090646475,2.74101482996473,6.86563550642413,0.929292047358085,0.0793663034656466
"ENSG00000112584","FAM120B",1.70887613493721,0.425522238700424,0.380116495842448,-7.83536835709247,11.7143153817068,0.726786209648577,1.56020140673086,0.58630922179541,0.243632965720059
"ENSG00000100359","SGSM3",2.52872477059218,0.282419313450507,0.120505941331074,-10.3639891371049,1.94678205683727,0.046211500478954,0.449756074091599,0.452899319188839,0.267936217591874
"ENSG00000008382","MPND",16.0561410401284,0.000326176954038175,0.493876965698689,6.07816845411289,4.7142365861816,0.452390863845638,0.571907517357297,0.00192511655862737,0.863560891769396
"ENSG00000267784",NA,0.485627632763453,0.78441754587367,0.240128185649351,5.44352454329654,9.64789859197195,0.59296804282694,1.77080789011679,0.859200051889716,0.135603747300625
"ENSG00000133805","AMPD3",4.82517499782716,0.0895831979994275,10.0387890786805,-3.17960373929533,22.4035475244033,4.51772789025132,23.9489404256798,0.214111221686785,0.419174664943263
"ENSG00000083312","TNPO1",16.0196952225419,0.000332175334904296,7.93258416860246,-11.8937286666353,120.822793486676,5.83550728446596,11.076025568905,0.00195046542802779,0.716194100424659
"ENSG00000125733","TRIP10",2.20910032899883,0.331359906170607,6.12321367439018,4.19787680970591,161.609251686363,9.88746605645789,21.9999732929464,0.500537061431854,0.278328232168963
"ENSG00000196497","IPO4",2.86402527243462,0.23882776479959,0.278414848280198,-4.49774752682457,1.34648438220766,0,0.832675037864084,0.405723725067552,0.334361948683327
"ENSG00000176783","RUFY1",12.7924828403302,0.00166781411989856,1.2158085892691,-8.91831922010196,16.8224032245921,0,1.85249991789691,0.00805758298432003,0.656306959867168
"ENSG00000185989","RASA3",1.85513770769131,0.395514095051987,2.46940322450529,-3.71957755136394,17.4180890261424,0,9.45542262342705,0.556783196476673,0.26116264950305
"ENSG00000111670","GNPTAB",15.2034546382834,0.000499587740251771,3.70305336171856,8.2529436349684,37.2501493254226,5.44074141395881,4.60510517082995,0.00279038030530867,0.804119173037515
"ENSG00000148143","ZNF462",15.7259787165756,0.00038472207853507,5.0355083924158,11.6774279056821,33.0083153934683,3.78929395227381,7.04360004903739,0.00220139403524503,0.714905496813946
"ENSG00000212464","SNORA12",4.08031549452386,0.130008200823058,3.44718708316676,5.37487373722743,22.9856791003801,1.62770251453212,8.66687117495535,0.274830452334546,0.397742970165299
"ENSG00000175137","SH3BP5L",3.64164834559909,0.161892268730891,0.954555871646802,-11.055136821734,29.0497280540419,2.51384991505388,2.9702500262411,0.315429027310898,0.321372229008885
"ENSG00000170807","LMOD2",40.7770089936221,1.39760679276852e-09,298.722568807311,3.21219264963847,838.179485108526,89.5477434298091,219.545470709344,2.28678939718738e-08,1.36064099998123
"ENSG00000136068","FLNB",1.88729815985778,0.389205000762279,5.49839299505943,-5.53693127399779,27.7145325945468,3.15430748562782,20.0002569735395,0.551125417491809,0.274916117444583
"ENSG00000247240","UBL7-AS1",0.303809729396804,0.859070004737638,0.0396977941648268,5.24550934088354,1.08775525626832,0.130708495018992,0.371970858548975,0.904076429618195,0.106722860816797
"ENSG00000104361","NIPAL2",1.26140988288856,0.532216487276129,0.121802454334232,-8.31126595348152,1.82470368555908,0.242009033253624,0.598027886710604,0.686247610282846,0.203673536035577
"ENSG00000215114","UBXN2B",3.58761109160434,0.16632600253561,0.659517717942917,1.17768365906815,15.1024333794532,0.465496144777719,2.07758474569782,0.321694717742016,0.317444436049418
"ENSG00000145348","TBCK",12.675917462344,0.00176790733022409,1.57396025738954,6.71924832103981,15.5481899318169,2.37313854684427,2.08088591940007,0.0083646855087049,0.756389498682043
"ENSG00000135900","MRPL44",1.18335157576928,0.553399127700989,0.849998598604285,7.59986738526202,26.8639098891354,1.87749240260882,3.96029720244328,0.697324221935749,0.214630002536144
"ENSG00000228253","ATP8",0.80773957608119,0.667731062178395,0.334771013455615,-5.61748863798163,3.61719050321294,0,1.88206297071309,0.781604605821258,0.177874501897657
"ENSG00000054277","OPN3",1.48666646531979,0.475526231365658,0.0618782141308062,-11.1317748781437,1.03453707917151,0.212331783206978,0.304849289150486,0.635029796050822,0.202979689745186
"ENSG00000138821","SLC39A8",1.43301308044533,0.488455679075344,0.584198317254571,11.3511236054847,2.51803649780811,0,2.89990723529544,0.645821885151581,0.201454139685628
"ENSG00000049769","PPP1R3F",15.8249808528266,0.000366141595505436,1.55967004377261,-9.02015349291276,18.4423385083502,1.22859825256748,2.09338502043397,0.00212808186220165,0.745046911365251
"ENSG00000170956","CEACAM3",0.325463829717137,0.849818981721131,0.361230866808585,-3.98032205548012,2.27789460244046,0.470283165897627,3.28346348836578,0.89930012391007,0.11001519221655
"ENSG00000153721","CNKSR3",5.86690083301735,0.0532131136138602,0.297961341573747,-7.54345117196703,1.93009295943592,0.105653940373049,0.638598788880866,0.148245778802603,0.466586136337527
"ENSG00000011600","TYROBP",0.407112807735643,0.815824187385288,0.567945859409349,-0.325071468461472,4.89176056807236,0.417116213499143,5.34988426196831,0.876672768833798,0.106160401159855
"ENSG00000008405","CRY1",13.2077042589536,0.00135513780396718,3.69660578086746,-5.55991555125506,12.3135747803482,1.61777512456622,4.75432438806717,0.00668807235147595,0.777524939220709
"ENSG00000100109","TFIP11",19.4315956557284,6.0322956138506e-05,4.41326365564799,6.56349659158183,22.7150257216995,2.10569573215336,4.54497135659821,0.000411129671301128,0.97102122530233
"ENSG00000138623","SEMA7A",2.68189633752709,0.261597512362087,0.416679105990061,-6.2568155023557,1.8422724094151,0,1.28987648209046,0.430357976515215,0.323037989897113
"ENSG00000144021","CIAO1",3.68312087308561,0.158569794848269,1.06186945793428,5.36555630622526,44.5154290003658,1.81578650418445,2.7439115672199,0.311589062110963,0.386991137258169
"ENSG00000174173","TRMT10C",1.94643855183472,0.377864627460447,0.977696281526019,-3.86423273254159,25.6677426037728,0,3.63264294084066,0.541495617574734,0.269141861021926
"ENSG00000151835","SACS",24.057035933589,5.97146679284028e-06,34.4447129047163,10.1418613179175,167.164159057724,25.5262785798426,35.5718127926253,4.61981721473116e-05,0.968314803226934
"ENSG00000185798","WDR53",7.96808578226364,0.0186102478346707,0.555222148698139,-8.14043627686301,4.60061183170225,7.48560935010021e-08,1.0547026498822,0.0636081605095461,0.526425290350934
"ENSG00000091428","RAPGEF4",2.18287201221003,0.33573403126158,0.390477238038929,-4.10522975354151,1.9336260667198,0.243435622656186,1.35022225973871,0.502503876855568,0.289194786430562
"ENSG00000108599","AKAP10",3.8449328235763,0.146245814543137,0.773447139567503,6.038702315454,11.3525923753909,0.545656280206498,1.96359202566709,0.294808904316712,0.393894011310593
"ENSG00000118369","USP35",16.7554314734554,0.000229934577138522,0.578029522413846,-11.2816560374163,3.69878476315678,0.887109208716771,0.788327005954654,0.00140039941927451,0.733235723307309
"ENSG00000198356","ASNA1",1.89167990044206,0.388353236481785,1.18129521184675,2.29357033649812,27.8172603333544,2.04920632007653,4.9942285293108,0.551125417491809,0.236532069951105
"ENSG00000142102","PGGHG",1.54039733594101,0.462921091581347,0.876148325640608,-1.36102868475742,5.22379397104463,1.01487665908015,4.09443100915042,0.622849177274551,0.213985367852713
"ENSG00000133114","GPALPP1",2.36308887515725,0.306804532055588,0.557833605889593,-0.157101044427514,14.640417533353,0.822710260282041,2.16235507777792,0.473438260382276,0.257975025296416
"ENSG00000137124","ALDH1B1",6.85192374157646,0.0325179878389384,2.15245826630381,4.99086883017331,39.7120954430322,10.7409602853203,4.12380192373314,0.100902699391828,0.521959663948956
"ENSG00000186017","ZNF566",0.857300804858937,0.651387612906821,0.350114442095109,-5.01369623453235,8.90865106435712,0,1.91173763349829,0.770494645432139,0.183139378521536
"ENSG00000155545","MIER3",13.1373858299262,0.00140363087854603,2.14052918870383,-8.25994640983326,20.0655121589295,0.478262361385499,3.10154771938178,0.00689767105551591,0.690148720049514
"ENSG00000131584","ACAP3",1.73795237136704,0.41938069748824,0.478992952448909,10.0294643853884,14.5571823496053,1.02256005566878,2.05032588866659,0.579940698821298,0.233617960489402
"ENSG00000018869","ZNF582",3.55048562233505,0.169442302020957,0.105650982090649,-1.76863635276632,1.1555047313532,0.126648938113382,0.316819735776884,0.324977279420428,0.333473487160067
"ENSG00000143632","ACTA1",0.746990892195299,0.688324120850037,626.254910340833,8.78621358405848,29706.2693644937,2099.88231888509,3873.03037058189,0.796092038760901,0.16169635928952
"ENSG00000119185","ITGB1BP1",4.32186595724897,0.115217575341987,1.60550639168718,3.44069601101683,25.556725753759,4.63902163154575,4.21642250640525,0.252244978521175,0.380774552182146
"ENSG00000109062","SLC9A3R1",4.28327129743113,0.117462558326887,0.453905884189129,-3.20269236445198,1.62720544102025,0.179272664099698,1.15168954589924,0.256180246255782,0.394121736891097
"ENSG00000200913","SNORD46",0.634372314351396,0.728195183748538,0.111255271957803,-2.73667747924474,1.16447766481264,0.0526741198580552,0.764602909948305,0.823083401176777,0.145507256786827
